google.rs,0.0588,0.1057
inquirer.net,0.3429,0.6085
tvbs.com.tw,0.0198,0.0520
xe.com,0.0637,0.0687
blogfa.com,0.0606,0.1163
google.hr,0.0590,0.0960
google.com.ec,0.0582,0.0962
voc.com.cn,2.0576,3.3412
lemonde.fr,0.0383,0.1535
zhanqi.tv,0.0710,0.7177
superappbox.com,0.0643,0.1780
y8.com,0.0567,0.0930
pussl18.com,0.0213,0.0484
google.tn,0.0588,0.0972
crunchyroll.com,0.0101,0.0328
yaplakal.com,0.5005,0.6809
pussl32.com,0.0201,0.0508
techradar.com,0.2567,0.4029
gstatic.com,0.0440,0.0810
elbalad.news,0.3220,0.2921
chron.com,0.0347,0.0587
google.lt,0.0583,0.0969
google.iq,0.0608,0.0958
sarkariresult.com,0.7095,1.5755
google.com.my,0.0591,0.0944
junbi-tracker.com,0.1910,0.5107
hamariweb.com,0.1614,0.1680
usnews.com,0.0167,0.0413
google.com.gt,0.0571,0.0946
torrents9.pe,0.0123,0.0350
google.tm,0.0588,0.0988
polygon.com,0.0177,0.0421
instructables.com,0.0181,0.0440
google.com.af,0.0582,0.0973
myfreecams.com,0.2297,0.3793
qingdaonews.com,1.7696,1.3860
nocookie.net,0.0161,0.0386
liveinternet.ru,0.5591,0.8058
gazetaexpress.com,0.2736,0.3088
kissasian.ch,0.0184,0.0449
internetspeedtracker.com,0.0283,0.0619
sapo.pt,0.7172,0.9759
myanmarload.com,0.4608,0.4840
google.si,0.0595,0.0962
11st.co.kr,0.5874,1.1807
gmanetwork.com,0.5943,1.2315
mercari.com,0.1463,0.2446
liveadexchanger.com,0.0504,0.0791
123movies.co,0.0840,0.1179
lolesports.com,0.0171,0.0429
cinecalidad.to,0.1062,0.3821
internetdownloadmanager.com,0.1385,0.2397
5ch.net,0.1683,0.1892
viva.co.id,1.1334,1.6951
playmediacenter.com,0.0749,0.1767
cdstm.cn,0.5145,0.9717
nhk.or.jp,0.0219,0.0482
justdial.com,0.0168,0.0514
movie2free.com,0.3823,0.3314
jawabkom.com,0.3184,0.5080
primewire.ag,0.0199,0.0386
gazzetta.it,0.0211,0.0471
xunlei.com,0.5097,1.0317
besoccer.com,0.3418,0.6021
drtuber.com,0.3189,0.4967
launchpage.org,0.0229,0.0511
vesti.ru,0.3936,0.7158
onclickmax.com,0.0731,0.1569
pcgamer.com,0.4132,0.4885
mynet.com,0.5411,0.8373
redfin.com,0.2345,0.1456
nydailynews.com,0.0368,0.0605
wuxiaworld.com,0.1488,0.2170
quizzstar.com,0.6143,0.7245
tmz.com,0.0299,0.0615
3sk.tv,0.1520,0.1513
slate.com,0.0348,0.0768
piriform.com,0.0183,0.0435
sfgate.com,0.0352,0.0615
imagetwist.com,0.2882,0.3267
wenxuecity.com,0.0465,0.3245
google.lv,0.0610,0.1048
lk21.co,0.0346,0.0673
ozon.ru,0.3001,0.3468
adexchangegate.com,0.0437,0.0703
nate.com,1.2503,1.5435
jio.com,1.6612,2.2060
crhoy.com,0.0998,0.1009
incometaxindiaefiling.gov.in,0.6800,1.0235
plex.tv,0.0155,0.0398
secure-surf.net,0.1244,0.2557
scol.com.cn,1.7420,3.2299
google.com.pr,0.0591,0.0954
youku.com,1.1641,1.8059
google.com.cu,0.0581,0.0962
tradedoubler.com,0.1423,0.1991
cornell.edu,0.0675,0.1268
ouo.press,0.1585,0.1601
friendlyappz.com,0.0853,0.2200
apache.org,0.1550,0.4271
paytm.in,0.5220,1.0718
purdue.edu,1.4377,1.4817
wikiwand.com,0.0894,0.1383
popsugar.com,0.0510,0.0891
google.com.bd,0.0572,0.0964
performanceadexchange.com,0.0734,0.1565
cimaclub.com,0.0136,0.0294
lostfilm.tv,0.3395,0.5698
mymovies.it,0.0300,0.0597
xuite.net,0.7133,1.1576
joq.al,0.2275,0.2465
caf.fr,0.2808,0.5110
google.com.gh,0.0580,0.0977
yifysubtitles.com,0.2817,0.4002
stumbleupon.com,0.1796,0.3359
sbnation.com,0.0186,0.0424
skyscanner.net,0.1426,0.1603
monografias.com,0.0260,0.0550
vox.com,0.0176,0.0436
aastocks.com,0.4726,0.9899
hostgator.com,0.7187,0.8284
shareasale.com,0.0365,0.1064
fifa.com,0.0439,0.0621
jstor.org,0.3294,0.3269
playground.ru,0.4598,0.7252
talk.tw,2.0044,1.0945
weather.gov,0.0573,0.0644
google.com.sv,0.0580,0.0962
washington.edu,0.1530,0.4147
sonyliv.com,0.0210,0.0481
bittorrent.com,0.0745,0.0813
mysearch.com,0.1081,0.1321
hexun.com,0.7580,1.0262
sankakucomplex.com,0.0786,0.1400
google.com.lb,0.0587,0.1076
answers.com,0.3203,0.4423
abola.pt,0.4349,1.0952
wolframalpha.com,0.1146,0.2041
maybank2u.com.my,0.6017,1.0274
gnula.nu,0.0112,0.0323
google.jo,0.0590,0.0961
quikr.com,0.0196,0.0451
theyoump3.com,0.1885,0.2302
teamliquid.net,1.0198,0.9803
duba.com,0.0984,0.1852
readms.net,0.3220,0.4107
ycombinator.com,0.2953,0.1636
nuvid.com,0.1390,0.1879
download-xyz.com,0.0953,0.3008
sanook.com,1.6998,4.3918
similarweb.com,0.0318,0.0723
danawa.com,0.8688,1.1468
internetnewsportal.com,0.0454,0.0772
nyu.edu,0.0516,0.0821
iloveoldschoolmusic.com,0.0367,0.0838
mediawhirl.net,0.0378,0.0525
otzovik.com,0.3102,0.5266
myappline.com,0.3921,0.4559
hjenglish.com,0.6407,0.6905
20minutes.fr,0.0335,0.0663
cmoney.tw,0.4499,1.0552
20minutos.es,0.4823,0.1860
marumaru.in,0.0118,0.0380
un.org,0.1184,0.2154
storm.mg,0.0296,0.0613
commonapp.org,0.0326,0.0672
alnaharegypt.com,0.1927,0.3858
vulture.com,0.0757,0.1242
rollingstone.com,0.0282,0.0570
ilbe.com,0.4985,0.9251
shglegle.com,0.0893,0.1922
1111.com.tw,1.2957,1.5589
psychologytoday.com,0.0309,0.0689
mvideo.ru,3.3598,1.4782
wasabisyrup.com,0.0723,0.0966
autotrader.com,0.0186,0.0409
jetbrains.com,0.2780,0.4691
metric-conversions.org,0.0209,0.0510
google.ee,0.0599,0.0985
predictivadnetwork.com,0.0736,0.1561
putlockers.fm,0.7775,0.7963
google.com.bh,0.0607,0.0996
bc.vc,0.2190,0.5139
ps7894.com,0.1151,0.1148
republika.co.id,0.9441,1.1706
etorrent.co.kr,1.0556,1.2985
ucsd.edu,0.3857,0.5293
leju.com,1.6523,2.0589
lagaceta.com.ar,0.7909,1.0197
thisav.com,0.2378,0.2634
tencent.com,0.4851,0.9586
google.com.uy,0.0631,0.1125
woot.com,0.0525,0.1426
whitepages.com,0.3104,0.5283
google.cm,0.0724,0.1318
interpark.com,0.4961,1.3309
crunchbase.com,0.5295,0.1971
film2movie.co,0.8622,0.9434
iciba.com,0.6747,1.5252
dumpert.nl,0.4622,0.5513
olymptrade-promo.com,0.1346,0.1584
backpage.com,0.0201,0.1295
putlocker.io,0.8433,0.8743
sky.it,0.4505,0.8182
kukudas.com,0.2307,0.2481
mercadolibre.com,0.0295,0.1102
google.com.np,0.0586,0.0985
argos.co.uk,0.0255,0.0489
legacy.com,0.0309,0.0575
myvidster.com,0.4685,0.6028
google.ba,0.0594,0.0973
ansa.it,1.8436,0.6709
history.com,0.0366,0.0872
made-in-china.com,0.1976,0.2955
shadbase.com,0.2121,0.2421
kissmanga.com,0.0129,0.0366
jjwxc.net,1.1316,3.0082
cb01.uno,0.0124,0.0388
google.tt,0.0634,0.0955
ets.org,0.0334,0.0616
tvguide.com,0.3457,0.3448
elcomercio.com,0.0365,0.1021
refinery29.com,0.0234,0.0450
alluc.ee,0.0205,0.0454
javlibrary.com,0.1783,0.1297
adscpm.net,0.0338,0.0787
animevost.org,0.1721,0.1196
adnetworkperformance.com,0.0740,0.1573
opera.com,0.1803,0.3774
consultant.ru,0.4062,0.5413
leparisien.fr,0.2231,0.4321
newsmth.net,0.6250,1.2731
thevintagenews.com,0.0178,0.0398
raiplay.it,0.0181,0.0410
profit-opportunity.com,0.1657,0.2099
8maple.ru,0.0251,0.0443
cam.ac.uk,0.6821,1.2040
kshowonline.com,0.4312,0.4554
ny.gov,0.0177,0.0432
wwe.com,0.0233,0.0516
societegenerale.fr,0.3073,0.4182
google.com.py,0.0622,0.0958
google.lu,0.0586,0.0985
rbcroyalbank.com,0.0165,0.0391
redirect2719.ws,0.0766,0.0937
terraclicks.com,0.0217,0.0516
theringer.com,0.0204,0.0447
haa66855mo.club,0.1735,0.3808
warhistoryonline.com,0.0165,0.0416
vppgamingnetwork.com,0.0799,0.1040
indeed.co.uk,0.0995,0.1834
complex.com,0.0411,0.0660
ana.co.jp,0.2406,0.2464
pussl36.com,0.0206,0.0540
gigya.com,0.0750,0.1559
rockstargames.com,0.0266,0.0478
zipbogo.net,0.1703,0.1902
blackdoctor.org,0.0745,0.6326
add-block.org,0.0961,0.1108
literotica.com,0.0319,0.0522
tagesschau.de,0.2341,0.5068
4cdn.org,0.1122,0.1546
alarabiya.net,0.0157,0.0381
google.com.kh,0.0721,0.0995
folha.uol.com.br,0.7066,1.5156
viki.com,0.1763,0.3598
biblehub.com,0.1607,0.2748
coupang.com,0.5235,0.4643
avnori.com,0.0131,0.0340
canalrcn.com,0.0263,0.0508
google.com.ni,0.0633,0.1085
google.co.ma,0.0592,0.0975
pussl41.com,0.0207,0.0534
xing.al,0.5466,0.5114
victoriassecret.com,0.0722,0.2041
google.com.cy,0.0670,0.1048
indishare.me,0.4134,0.4305
thekitchn.com,0.0486,0.0832
99kubo.com,1.0075,0.2983
eroprofile.com,0.0787,0.1355
tradeadexchange.com,0.0733,0.1636
google.hn,0.0640,0.0968
aljazeera.com,0.0211,0.0472
anitube.se,0.1549,0.1527
storage.googleapis.com,0.1972,0.2226
sciencemag.org,0.2485,0.4219
gomovies.pet,0.3015,0.3321
qyer.com,0.0278,0.0587
resultados-futbol.com,0.5917,0.7792
geniusdisplay.com,0.0759,0.1554
prensalibre.com,0.3595,0.1809
mediamarkt.de,0.2755,0.4663
worldcat.org,0.1895,0.3914
wechat.com,5.4636,4.7306
glassdoor.co.in,0.0846,0.1522
star.com.tr,1.0114,1.3051
bu.edu,0.0466,0.2500
ntdtv.com,0.0753,0.0764
t66y.com,0.1445,0.1709
jd.hk,1.0624,1.5535
signupgenius.com,0.0539,0.0941
greenhouse.io,0.0794,0.1337
genti.stream,0.1391,0.1314
kimcartoon.me,0.0134,0.0497
torrentdownloads.me,0.3153,0.3726
espnfc.us,0.3024,0.5995
goibibo.com,0.0227,0.0453
channelmyanmar.org,0.8077,1.0544
sport-express.ru,0.5402,0.9594
incruit.com,1.2159,1.7064
chsi.com.cn,0.9413,1.7760
unc.edu,0.0453,0.1147
wpbeginner.com,0.0321,0.0728
virginia.edu,0.4053,0.2142
dnvod.tv,0.5266,0.4027
ondramanice.io,0.0139,0.0348
onelogin.com,0.0220,0.0532
ratemyprofessors.com,0.0464,0.0520
adbtc.top,0.2101,0.2207
sabaharabi.com,0.1674,0.3200
o2tvseries.com,0.1854,0.3746
pure-t.ru,0.0308,0.0655
w3.org,0.0150,0.0386
tamu.edu,0.1923,0.2869
eater.com,0.0180,0.0435
ienjoyapps.com,0.4015,0.4278
pussl35.com,0.0215,0.0507
etoro.com,0.0169,0.0724
cwtv.com,0.0305,0.0498
cnnic.cn,2.8031,4.7134
soompi.com,0.1087,0.2320
videolan.org,0.2404,0.3342
nasdaq.com,0.1808,0.1494
share-videos.se,0.2455,0.2792
wolfram.com,0.5494,0.6910
google.cd,0.0578,0.0943
shahrekhabar.com,0.6444,1.0889
instiz.net,0.4879,1.0730
hirufm.lk,0.3426,0.2393
okaz.com.sa,0.0680,0.1100
google.ge,0.0577,0.0960
worldbank.org,0.0234,0.0556
myshared.ru,0.2757,0.3770
dailyfeed.co.uk,0.1323,0.1545
google.co.bw,0.0586,0.0962
cabelas.com,0.1598,0.2930
dizipub.com,0.0113,0.0353
jobvite.com,0.0735,0.1556
hugedomains.com,0.2216,0.6362
google.co.mz,0.0602,0.0970
myreadingmanga.info,0.0195,0.0404
dikaiologitika.gr,0.3034,0.3026
pptv.com,4.9541,3.5270
comandotorrents.com,0.5368,0.4289
wikidot.com,0.0312,0.0692
google.am,0.1244,0.1310
backchina.com,0.3895,0.5744
elsalvador.com,0.0496,0.0852
srchprivate.com,0.1847,0.6881
geico.com,0.0701,0.1056
gamme.com.tw,0.7396,1.1473
kisscartoon.es,0.0363,0.0890
myfonts.com,0.0500,0.0952
ae.com,0.0510,0.0875
pandora.tv,1.2788,2.0688
liens-telechargement.com,0.3772,0.4203
gruposantander.es,0.2859,0.7215
elcorteingles.es,0.0253,0.0694
bitmotion-tab.com,0.1303,0.0632
ti.com,0.0214,0.0649
musicpleer.audio,0.1730,0.3530
infojobs.net,0.1863,0.2269
google.com.et,0.0718,0.1055
newsru.com,0.0788,0.1116
taroot-rangi.com,0.3125,0.3897
freeones.com,0.0442,0.0648
allmusic.com,0.0501,0.0693
healthylives.tw,0.0485,0.0710
redbus.in,0.2870,0.2975
uefa.com,0.0691,0.0943
gsu.edu,0.2042,0.3076
indiabix.com,0.5652,1.1410
qatarairways.com,0.0209,0.0462
rk.com,0.0634,0.1287
calculator.net,0.0240,0.0586
indiewire.com,0.0283,0.0524
viptube.com,0.7014,0.9009
ethz.ch,0.2175,0.4550
baiduccdn1.com,0.1818,0.1951
wemakeprice.com,1.3046,1.6513
expansion.com,0.5893,0.8863
tv2.no,0.4404,0.5930
cafesiyaset.com.tr,0.4728,0.5204
forumfree.it,0.1827,0.3722
barlamane.com,0.1666,0.2018
jal.co.jp,3.1124,3.4979
mathsisfun.com,0.0593,0.0893
gamesradar.com,0.3035,0.4823
google.com.qa,0.0597,0.0973
usp.br,0.3024,0.6243
blic.rs,0.3436,0.5856
dcinside.com,0.4711,0.8842
localbitcoins.com,0.0113,0.0339
samplicio.us,0.0342,0.0703
cmbchina.com,1.1707,1.6969
louisvuitton.com,0.0206,0.0505
declk.com,0.1645,0.3417
diary.ru,0.6532,0.6440
oberlo.com,0.1540,0.3122
cshighlights.com,0.0364,0.0664
tvboxnow.com,0.2075,0.1020
file-upload.com,0.3445,0.2923
amarujala.com,0.0213,0.0454
alamy.com,0.2710,0.4636
cimbclicks.com.my,0.9267,1.4728
linktender.net,0.1702,0.2073
pitt.edu,0.0755,0.1368
netgear.com,0.2223,0.2571
hrazens.com,0.4900,0.9890
forumcommunity.net,0.1824,0.3720
voluumtrk.com,0.1910,0.3762
bettersearchtools.com,0.0865,0.2203
elzmannews.com,0.2366,0.3643
sapo.ao,0.4569,0.8310
biggo.com.tw,0.4353,0.8988
disney.com,0.0329,0.0649
mcgill.ca,0.0761,0.1791
google.mg,0.0583,0.1003
watchonlinemovies.com.pk,0.0384,0.0830
duomai.com,0.7749,0.9728
yourmedicalnews.com,0.0601,0.0872
yy08037.com,0.1398,0.1710
balkanweb.com,0.1701,0.1673
kdslife.com,0.9344,2.3142
just-eat.co.uk,0.0404,0.0459
inbox.lv,0.4103,0.6944
google.cg,0.0697,0.0959
sky.de,2.2396,1.6298
vip.com,0.3968,0.4456
datumglobal.com,0.0276,0.0814
nieuwsblad.be,0.2990,0.5142
pizzahut.com,0.1342,0.1379
shatel.ir,0.5370,0.8584
ixbt.com,0.6797,0.9985
adweek.com,0.0811,0.1240
laiguana.tv,0.1506,0.1362
eclipse.org,0.0985,0.1935
stihi.ru,0.4923,0.6370
cryptofrenzy.net,0.1591,0.1906
shabdkosh.com,0.5013,0.9725
591.com.tw,0.2532,0.3019
melon.com,0.9047,3.2138
utah.edu,0.1255,0.2691
rai.it,0.0190,0.0476
wnd.com,0.0224,0.0510
e1.ru,0.4802,0.8013
bigmir.net,0.3608,0.6102
4gamer.net,0.9628,0.7741
totalsportek.com,0.0528,0.1132
yes24.com,3.1141,3.9574
2chan.net,0.3862,0.3957
googleblog.com,0.1040,0.1491
skyscanner.com,0.1656,0.2379
boohoo.com,0.4114,0.5454
arabi21.com,0.5633,0.6365
yy08047.com,0.1889,0.2182
gsmhosting.com,0.1489,0.2104
worldlifestyle.com,0.0880,0.1300
720pizle.com,0.0491,0.1347
autozone.com,0.5162,0.1375
oclc.org,0.1134,0.2884
piaohua.com,4.4510,4.8884
maxpreps.com,0.0390,0.0890
ddanzi.com,0.5337,1.2454
indeed.co.in,0.1336,0.2143
xiachufang.com,1.3185,2.1160
pcbaby.com.cn,2.3099,3.1944
xmovies8.es,0.0114,0.0315
18183.com,0.9322,1.5652
nj.com,0.0260,0.0521
wavesoffice.com,0.0423,0.0468
domaintools.com,0.9203,1.0720
bigtests.club,0.0407,0.0715
freemaineads.com,0.0898,0.1994
filehorse.com,0.0710,0.1185
rrdiscovery.com,0.1315,0.2133
vsetop.com,0.2611,0.4551
smbc-comics.com,0.4119,0.5543
electroneum.com,0.1557,0.1937
google.com.pg,0.0584,0.0952
medindia.net,0.8794,0.9255
superanimes.site,0.0983,0.1071
inmotionhosting.com,0.2481,0.4098
google.sn,0.0588,0.0968
earthlink.net,0.1351,0.2080
ucl.ac.uk,0.3286,0.6984
ipeen.com.tw,2.4347,3.8523
michaels.com,0.2290,0.2509
mmmoffice.com,0.0113,0.0368
ssisurveys.com,0.0270,0.0794
ifanr.com,0.7144,1.3589
movistar.es,0.7699,0.8978
maam.ru,0.2386,0.6083
saisoncard.co.jp,0.8911,1.5229
bollywoodshaadis.com,0.1718,0.1920
veporn.net,0.2745,0.2999
lloydsbank.com,0.1810,0.2091
iyiou.com,0.7642,1.3109
sina.cn,0.8196,1.4398
calameo.com,0.1794,0.3684
downloadhelper.net,0.2689,0.4700
bbcgoodfood.com,0.0167,0.0413
drama3s.com,0.0119,0.0313
adultswim.com,0.0629,0.0854
slrclub.com,1.6153,0.9692
uh.edu,0.3032,0.3549
rtvonline.com,0.3439,0.5342
alaskaair.com,0.0465,0.0738
sbs.co.kr,0.8868,1.2992
elnuevodiario.com.ni,0.0493,0.0898
ournewstoday.com,0.1855,0.2094
linktv.pro,0.8817,0.9495
cheezburger.com,0.2542,0.4372
ns21.me,0.0349,0.0567
realitykings.com,0.0630,0.1265
laprensa.com.ni,0.2816,0.4960
codeplex.com,0.6871,0.7793
lufthansa.com,0.1473,0.2042
citrixonline.com,0.0288,0.0635
mtime.com,1.5305,2.1276
kseries.co,0.1458,0.1587
schoolloop.com,0.6996,0.7289
axs.com,0.1528,0.3088
umass.edu,0.0040,0.0190
po-kaki-to.com,0.4198,0.6204
info.com,0.0426,0.0800
bdupload.info,0.5502,0.6623
ntu.edu.tw,0.8553,1.0813
record.pt,0.4766,0.7275
hentai-foundry.com,0.1009,0.2035
dizibox1.com,0.3856,0.4781
oi.com.br,0.0209,0.0534
clickbank.com,0.0545,0.1042
skyrock.com,0.2758,0.4605
2ch-c.net,0.2940,0.3430
ashams.com,0.1941,0.3581
jst.go.jp,0.7984,1.1987
alquds.co.uk,0.0318,0.0715
afip.gob.ar,0.4225,1.0854
mathxl.com,0.3544,0.3782
apa.org,0.0407,0.1111
lefrecce.it,0.2481,0.3420
homepage-web.com,0.1366,0.1322
apartmenttherapy.com,0.0337,0.0613
e-reading.club,0.4105,0.9201
indosport.com,0.4286,0.3130
sony.jp,0.0175,0.0417
marksandspencer.com,0.0447,0.0708
huffingtonpost.co.uk,0.0256,0.0420
stiximan.gr,0.0123,0.0421
kuaidi100.com,0.5574,1.2172
rentalcars.com,0.5070,0.9362
ooopic.com,0.8423,1.4296
yify-torrent.org,0.3941,0.5302
activehosted.com,0.0521,0.1446
marinetraffic.com,0.2142,0.2338
pornktube.com,0.3119,0.2028
thewindowsclub.com,0.0320,0.0712
ismedia.jp,0.4478,0.8451
centurylink.com,0.2391,0.3768
sportingnews9.com,0.0688,0.0962
moonbit.co.in,0.2257,0.2032
cricfree.sc,0.5370,0.5580
glaz.tv,0.2747,0.5387
twirpx.com,0.2760,0.4683
sopitas.com,0.0727,0.1027
iceporn.com,0.4347,0.6236
mitbbs.com,0.0848,0.1600
fsu.edu,0.2325,0.3087
doc88.com,0.8554,1.7897
easy2date.net,0.0856,0.1156
eprice.com.tw,0.7486,2.0626
theblaze.com,0.0261,0.0536
nonno.hk,0.9450,1.4969
btbtdy.com,0.6565,0.6967
tudou.com,0.4781,0.9579
saturn.de,0.2743,0.4790
google.com.bn,0.0584,0.0962
bdjobs.com,0.2207,0.2939
swzz.xyz,0.3843,0.4923
tvp.pl,0.3685,0.9886
creativebloq.com,0.3008,0.4056
mirrorcreator.com,0.3825,0.6388
cybersource.com,0.0211,0.0620
jofogas.hu,0.3849,0.6809
k12.com,0.0485,0.0854
screencast.com,0.0776,0.1689
elmawke3.com,0.5510,0.5662
dwnews.com,0.0382,0.0709
ef.com,0.1752,0.3616
netfind.com,0.5053,0.5648
caraotadigital.net,0.2833,0.3226
readcomiconline.to,0.0254,0.0533
abcya.com,0.0936,0.1894
mmaaxx.com,0.1488,0.3140
atpworldtour.com,0.0571,0.1131
dmzj.com,0.4476,0.5977
cpmlink.net,0.1322,0.2892
aeroflot.ru,0.2015,0.2115
flashx.tv,0.2906,0.3781
chainmychonga.com,0.0630,3.1883
realtor.ca,0.0436,0.1071
smbc.co.jp,0.6887,0.5578
ctvnews.ca,0.0294,0.0668
researchnow.com,0.1528,0.3118
icbc.com.cn,0.0177,0.0372
sb24.com,0.3867,0.7954
morningstar.com,0.0219,0.0524
stoiximan.gr,0.0132,0.0312
fang.com,1.1859,1.9625
mercola.com,0.2462,0.3713
uga.edu,0.4592,0.5964
curbed.com,0.0178,0.0418
pravda.com.ua,0.0846,0.1521
indeed.fr,0.0978,0.1773
orion-code-access.net,0.2257,0.2557
q8yat.com,0.9666,1.2962
iop.org,0.1757,0.4473
siriusxm.com,0.0182,0.0464
animelek.com,0.0126,0.0312
vagaro.com,0.0413,0.0498
koreaboo.com,0.0250,0.0971
short.am,0.0673,0.0878
jorudan.co.jp,0.9293,1.1501
sfacg.com,1.6830,1.7160
streamplay.to,0.4164,0.3430
cj.com,0.0178,0.0445
xdf.cn,1.0427,1.0310
cartooncrazy.net,0.0113,0.0364
uq.edu.au,0.5240,0.9370
rasekhoon.net,0.9606,0.8331
dx.com,0.7996,2.9023
fushaar.com,0.0322,0.0717
upera.co,0.4902,0.7155
aps.org,0.1143,0.1621
sport1.de,0.0370,0.0632
collegehumor.com,0.0440,0.0814
mponline.gov.in,0.5537,1.3687
uwo.ca,0.3767,0.3328
dlkoo.com,0.3189,0.3249
transfermarkt.de,0.1903,0.3877
gusuwang.com,0.0131,0.0327
homes.co.jp,0.6929,1.2163
aznude.com,0.0610,0.0782
mexashare.com,0.3641,0.1158
cafemom.com,0.1356,0.1731
mk.co.kr,0.9921,2.1705
somethingawful.com,0.0653,0.0845
licindia.in,1.0999,1.4687
mlive.com,0.0262,0.0521
putlockers.mn,0.7620,0.7860
blesk.cz,0.3655,0.7726
google.co.zm,0.0778,0.1153
webs.com,0.3472,0.3579
animesorion.org,0.0897,0.1059
